MAG ID	N50 length	Depth	Completeness	group	group2
AH2.bin008	58285	37.23	70.36	70	>70
AH5.bin152	58248	351.36	93.82	90	>90
GX3.bin185	58236	20.82	81.01	80	>80
AH3.bin081	58231	77.52	85.35	80	>80
XZ3.bin093	58221	24.87	85.91	80	>80
SX4.bin110	58217	30.32	72.41	70	>70
AH5.bin017	58202	23.45	91.95	90	>90
GX2.bin109	58179	43.4	84.88	80	>80
SD4.bin005	58179	66.15	82.87	80	>80
SD1.bin083	58149	25.54	91.13	90	>90
AH4.bin134	58117	22.38	85.59	80	>80
SD2.bin049	58091	45.14	72.04	70	>70
XZ2.bin012	58084	15.68	88.3	80	>80
XZ1.bin120	58083	21	93.06	90	>90
JL4.bin109	58078	42.75	79.07	70	>70
XZ3.bin089	58054	24.16	81.62	80	>80
AH1.bin090	58047	23.83	93.96	90	>90
AH4.bin182	57986	61.13	97.32	90	>90
SD4.bin119	57952	26.49	93.55	90	>90
AH2.bin153	57904	143.54	89.25	80	>80
XZ2.bin038	57879	50.36	81.35	80	>80
GX5.bin011	57847	75.56	84.69	80	>80
JL2.bin076	57846	27.69	88.93	80	>80
AH3.bin022	57834	42.41	100	90	>90
GX2.bin132	57808	39.73	96.64	90	>90
AH3.bin124	57790	16.98	93.85	90	>90
AH3.bin173	57777	15.88	100	90	>90
GX2.bin090	57754	20.78	88.89	80	>80
AH2.bin097	57743	109.79	72.78	70	>70
AH4.bin118	57729	27.45	91.95	90	>90
SD1.bin006	57673	47.59	77.54	70	>70
SD3.bin053	57656	48.81	85.28	80	>80
JL2.bin055	57625	16.82	71.73	70	>70
SX5.bin091	57616	52.74	97.29	90	>90
XZ3.bin130	57585	80.06	81.2	80	>80
JL3.bin054	57479	165.82	71.43	70	>70
SX1.bin066	57461	28.95	91.6	90	>90
GX5.bin101	57454	29.71	72.6	70	>70
XZ5.bin087	57429	76.03	73.56	70	>70
AH3.bin212	57393	365.48	95.7	90	>90
JL2.bin131	57363	29.02	95.75	90	>90
XZ1.bin136	57362	22.17	92.83	90	>90
SX5.bin059	57347	37.65	90.62	90	>90
SD3.bin030	57319	18.18	93.62	90	>90
SD3.bin029	57287	17.62	92.22	90	>90
AH1.bin172	57279	31.59	78.26	70	>70
SD2.bin103	57240	20.49	83.1	80	>80
AH5.bin169	57236	20.9	74.7	70	>70
AH4.bin114	57176	217.68	92.7	90	>90
AH4.bin178	57169	138.84	94.46	90	>90
SX3.bin011	57159	51.77	84.11	80	>80
SD2.bin186	57155	20.18	72.61	70	>70
XZ1.bin020	57119	17.42	71.43	70	>70
AH2.bin207	57118	16.83	81.84	80	>80
JL3.bin089	57116	20.29	92.57	90	>90
XZ2.bin106	57109	17	92.49	90	>90
GX4.bin153	57090	170.24	90.55	90	>90
GX1.bin121	57030	37.38	93.82	90	>90
AH4.bin184	57017	178.48	83.67	80	>80
AH4.bin144	57011	80.19	94.93	90	>90
SX1.bin067	57002	21.7	70.98	70	>70
SX5.bin074	56970	40.8	89.03	80	>80
JL4.bin020	56884	194.91	97.97	90	>90
SD1.bin050	56869	72.82	94.76	90	>90
XZ2.bin133	56842	16.65	96.39	90	>90
SX4.bin045	56841	126.01	92.49	90	>90
XZ1.bin181	56840	26.21	87.25	80	>80
SD2.bin038	56830	47.58	81.99	80	>80
GX5.bin103	56804	18.58	71.19	70	>70
AH4.bin087	56745	35.98	87.56	80	>80
XZ1.bin115	56695	18.97	93.08	90	>90
XZ2.bin066	56690	26.99	88.68	80	>80
JL4.bin085	56689	61.72	95.3	90	>90
XZ4.bin164	56641	27.92	82.77	80	>80
GX4.bin118	56595	49.59	80.32	80	>80
JL5.bin104	56587	14.34	80.08	80	>80
SX5.bin076	56539	15.95	94.84	90	>90
GX1.bin172	56519	27.09	98.58	90	>90
GX5.bin042	56459	17.5	77.59	70	>70
AH3.bin158	56442	62.08	81.03	80	>80
SD3.bin032	56435	20.72	94.76	90	>90
AH1.bin154	56370	148.08	73.56	70	>70
AH5.bin089	56346	32.29	74.7	70	>70
XZ2.bin136	56334	18.69	87.79	80	>80
AH1.bin160	56315	17.64	93.9	90	>90
AH1.bin128	56301	83.52	93.6	90	>90
SD5.bin131	56294	41.75	98.15	90	>90
AH2.bin014	56247	22.57	98.32	90	>90
XZ1.bin075	56236	16.51	93.74	90	>90
JL3.bin045	56229	69.55	91.86	90	>90
SD1.bin104	56217	133.29	71.31	70	>70
SD5.bin154	56182	207.57	92.11	90	>90
JL3.bin047	56174	44.3	92.94	90	>90
SD5.bin113	56143	20.24	74.27	70	>70
SX4.bin076	56140	34.05	94.08	90	>90
SD2.bin171	56138	32.15	93.71	90	>90
SX4.bin037	56120	53.11	80.7	80	>80
SD2.bin048	56043	53.42	93.39	90	>90
AH3.bin137	56013	37.83	92.21	90	>90
SX4.bin043	55962	37.96	93.75	90	>90
JL5.bin067	55958	71.43	82.76	80	>80
XZ3.bin112	55955	26.87	93.29	90	>90
SX3.bin028	55890	34.89	90.95	90	>90
AH1.bin081	55863	49.47	73.28	70	>70
SX4.bin117	55855	406.92	74.16	70	>70
XZ5.bin039	55840	36.13	76.63	70	>70
SD4.bin029	55796	127.51	96.77	90	>90
AH3.bin213	55788	18.8	86.41	80	>80
SX2.bin117	55716	26.57	92.05	90	>90
SD5.bin079	55687	56.36	93.89	90	>90
AH3.bin007	55675	18.58	92.57	90	>90
XZ2.bin096	55655	149.71	89.25	80	>80
SX4.bin098	55652	365.17	93.77	90	>90
XZ2.bin026	55616	87.41	93.74	90	>90
XZ1.bin005	55583	22.59	95.97	90	>90
SD2.bin015	55571	217.91	74.66	70	>70
XZ5.bin058	55557	17.79	74.39	70	>70
GX4.bin101	55525	87.89	86.38	80	>80
AH2.bin020	55487	26.09	88	80	>80
SD2.bin006	55472	15.53	82.05	80	>80
GX4.bin102	55418	84.06	92	90	>90
SD4.bin025	55403	36.87	84.99	80	>80
SD2.bin145	55382	25.3	87.27	80	>80
JL3.bin102	55375	18.15	94.05	90	>90
AH4.bin115	55347	257.51	71.47	70	>70
AH1.bin014	55291	119.02	72.41	70	>70
XZ3.bin030	55278	90.63	89.93	80	>80
JL2.bin110	55240	20.12	95.39	90	>90
GX4.bin058	55234	17.71	91.91	90	>90
SX2.bin112	55211	156.75	92.39	90	>90
SX5.bin104	55185	40.9	92.47	90	>90
SX1.bin107	55161	25.17	85.9	80	>80
GX3.bin144	55125	17.57	94.06	90	>90
SD3.bin109	55106	17.93	88.91	80	>80
JL2.bin129	55083	25.76	87.92	80	>80
JL1.bin004	55075	22.88	87.33	80	>80
SD1.bin096	55069	37.47	92.14	90	>90
SD5.bin002	55011	445.31	90	90	>90
SD2.bin055	54983	18.32	87.67	80	>80
JL3.bin020	54948	58.39	97.38	90	>90
AH4.bin177	54919	27.92	95.97	90	>90
GX1.bin108	54917	284.41	88.67	80	>80
GX5.bin020	54897	68.07	77.47	70	>70
AH5.bin147	54882	67.06	91.56	90	>90
SD3.bin045	54875	18.44	97.32	90	>90
AH3.bin117	54875	28.2	86.67	80	>80
AH4.bin023	54850	123.88	93.16	90	>90
GX5.bin007	54838	61.75	86.23	80	>80
SX2.bin128	54831	190.12	84.28	80	>80
AH4.bin183	54818	30.26	97.09	90	>90
SD2.bin061	54762	34.98	82.8	80	>80
AH5.bin110	54721	654.21	80.9	80	>80
JL2.bin113	54699	21.34	94.05	90	>90
SX3.bin116	54693	174.24	85.33	80	>80
AH3.bin085	54680	63.34	76.77	70	>70
GX2.bin050	54647	26.88	93.26	90	>90
SD2.bin044	54602	17.56	74.14	70	>70
GX4.bin048	54567	22.38	87.7	80	>80
JL4.bin065	54561	20.66	98.41	90	>90
SX5.bin106	54540	18.86	80.34	80	>80
SD2.bin102	54519	69.29	70.25	70	>70
GX4.bin024	54510	17.68	95.97	90	>90
SX3.bin130	54506	17.13	93.41	90	>90
GX3.bin076	54497	29.99	90.19	90	>90
GX5.bin065	54484	19.81	94.68	90	>90
SD5.bin114	54471	35.34	79.15	70	>70
AH3.bin138	54469	21.48	92.78	90	>90
XZ1.bin071	54444	46.57	93.81	90	>90
AH3.bin202	54434	232.18	96.56	90	>90
SX5.bin050	54376	18.41	93.31	90	>90
AH5.bin063	54335	226.01	80.98	80	>80
SX4.bin070	54332	22.46	90.88	90	>90
JL5.bin028	54316	24.36	94.63	90	>90
SD2.bin068	54305	34.52	81.26	80	>80
SD5.bin105	54291	17.07	89.37	80	>80
AH2.bin181	54282	79.48	76.96	70	>70
AH2.bin139	54281	70.99	93.94	90	>90
SD1.bin002	54244	16.21	78.45	70	>70
XZ3.bin048	54240	21.33	82.64	80	>80
SX1.bin091	54227	28.52	81.33	80	>80
GX3.bin021	54222	26.98	82.76	80	>80
GX4.bin080	54210	102.24	94.21	90	>90
GX4.bin011	54186	39.49	85.12	80	>80
JL5.bin122	54065	236.66	73.4	70	>70
XZ4.bin029	54051	241.37	94.85	90	>90
XZ5.bin099	54026	17.01	93.06	90	>90
SD2.bin109	54024	17.49	96.24	90	>90
SD3.bin099	54024	45.04	95.83	90	>90
GX1.bin021	54016	37.95	70.89	70	>70
XZ5.bin046	54006	30.96	88.8	80	>80
GX2.bin080	53977	68.58	87.16	80	>80
JL2.bin160	53963	27.01	93.79	90	>90
SD4.bin072	53935	73.33	90.3	90	>90
GX4.bin112	53919	21.06	99.3	90	>90
XZ1.bin110	53919	73.8	87.07	80	>80
GX1.bin052	53886	47.8	82.84	80	>80
SD5.bin093	53874	258.46	73.38	70	>70
JL2.bin032	53867	16.84	89.4	80	>80
SD5.bin008	53855	285.6	77.62	70	>70
AH2.bin159	53844	17.53	95.64	90	>90
JL4.bin171	53841	41.92	88.2	80	>80
JL1.bin061	53832	21.25	88.11	80	>80
SD1.bin124	53827	85.79	73.16	70	>70
JL2.bin007	53799	25.25	90.56	90	>90
GX5.bin069	53798	44.5	91.39	90	>90
AH4.bin171	53766	35.83	82.35	80	>80
SX1.bin044	53754	23.99	88.37	80	>80
XZ1.bin179	53730	45.11	80.39	80	>80
SD5.bin130	53712	17.22	88.31	80	>80
SX5.bin046	53699	20.58	89.75	80	>80
JL1.bin077	53648	29.39	95.75	90	>90
GX2.bin095	53583	31.11	97.13	90	>90
AH4.bin158	53449	36.68	89.81	80	>80
SX2.bin050	53423	28.1	91.89	90	>90
AH3.bin133	53382	19.96	73.77	70	>70
XZ4.bin031	53380	22.7	79.31	70	>70
SX2.bin052	53364	29.88	96.43	90	>90
AH1.bin077	53356	23.12	93.33	90	>90
AH5.bin042	53354	76.6	95.3	90	>90
JL5.bin145	53320	56.22	92.54	90	>90
JL5.bin019	53318	18.97	91.25	90	>90
SX2.bin120	53271	20.78	77.87	70	>70
JL2.bin070	53259	57.17	84.8	80	>80
GX1.bin035	53048	15.4	77.56	70	>70
AH1.bin176	53047	35.58	97.99	90	>90
XZ5.bin021	52991	16.6	83.33	80	>80
SD1.bin037	52989	29.2	85.03	80	>80
GX2.bin148	52978	20.85	75.69	70	>70
AH1.bin050	52950	15.73	98.3	90	>90
AH2.bin156	52930	106.53	70.49	70	>70
SX1.bin038	52908	120.24	78.48	70	>70
JL1.bin120	52888	36.7	84.33	80	>80
SD2.bin129	52849	18.04	88.71	80	>80
JL5.bin037	52829	155.03	93.51	90	>90
SD3.bin087	52828	48	93.14	90	>90
JL2.bin075	52822	16.55	92.9	90	>90
SX5.bin058	52815	17.35	71.9	70	>70
SD1.bin056	52813	77.1	87.19	80	>80
XZ4.bin096	52811	15.78	95.91	90	>90
SD3.bin167	52792	20.98	96.71	90	>90
SD2.bin087	52788	197.37	86.69	80	>80
AH2.bin183	52715	17.59	86.39	80	>80
GX3.bin020	52671	92.86	95.11	90	>90
SX1.bin079	52613	38.25	85.76	80	>80
XZ2.bin067	52583	16.58	76.37	70	>70
SX2.bin025	52575	59.26	76.8	70	>70
GX5.bin114	52560	16.67	87.02	80	>80
AH1.bin134	52542	17.16	95.4	90	>90
AH4.bin127	52509	19.09	96.03	90	>90
JL4.bin058	52503	544.33	95.1	90	>90
GX5.bin084	52503	60.93	90.9	90	>90
XZ4.bin138	52471	33.2	91.02	90	>90
SX5.bin049	52456	19.92	80.31	80	>80
AH1.bin132	52448	17.01	76.62	70	>70
GX1.bin054	52424	21.45	88.61	80	>80
GX3.bin138	52424	25.44	87.8	80	>80
GX3.bin067	52422	47.53	92.44	90	>90
SD1.bin186	52391	26.45	72.26	70	>70
AH1.bin047	52370	31.18	87.65	80	>80
XZ4.bin127	52357	62.77	92.83	90	>90
JL3.bin008	52284	54.68	91.95	90	>90
GX3.bin044	52284	26.77	90.34	90	>90
SD1.bin059	52242	32.13	84.61	80	>80
GX1.bin122	52229	18.71	72.35	70	>70
GX2.bin118	52065	21.49	87.4	80	>80
XZ4.bin097	52029	23.78	87.08	80	>80
SD3.bin196	52027	17.13	95.81	90	>90
SD1.bin079	52021	38.56	93.6	90	>90
JL3.bin078	52008	41.98	85.19	80	>80
AH5.bin123	51980	165.64	100	90	>90
AH5.bin159	51959	108.35	81.32	80	>80
AH1.bin104	51922	29.94	90.29	90	>90
SD2.bin030	51888	15.34	92.91	90	>90
AH2.bin197	51860	23.42	80.92	80	>80
XZ1.bin135	51851	87.56	93.74	90	>90
JL5.bin082	51840	14.87	85.73	80	>80
GX4.bin007	51838	26.05	94.41	90	>90
SX2.bin005	51818	134.38	84.75	80	>80
XZ4.bin149	51806	321.11	77.76	70	>70
XZ4.bin077	51804	34.8	84.83	80	>80
GX2.bin018	51793	15.67	82.91	80	>80
AH3.bin010	51761	208.71	88.54	80	>80
SD2.bin100	51726	16.04	79.83	70	>70
AH2.bin173	51691	33.57	94.79	90	>90
XZ1.bin012	51682	25.12	80.83	80	>80
AH1.bin063	51659	110.4	83.07	80	>80
XZ3.bin028	51633	93.16	71.36	70	>70
XZ1.bin172	51592	17.71	95.2	90	>90
AH2.bin187	51566	19.51	73.13	70	>70
GX5.bin033	51536	101.99	94.63	90	>90
XZ5.bin002	51510	25.73	73.43	70	>70
JL1.bin107	51488	37.09	82.07	80	>80
SD3.bin085	51483	17.18	93.1	90	>90
AH1.bin006	51482	17.85	95.29	90	>90
JL3.bin104	51456	186.87	92.84	90	>90
SD2.bin174	51441	101.5	81.82	80	>80
SX2.bin074	51404	16.91	87.86	80	>80
AH3.bin043	51366	19.95	76.72	70	>70
JL2.bin093	51357	17.86	91.82	90	>90
AH4.bin142	51318	45.73	96.2	90	>90
XZ1.bin035	51314	17.61	87.9	80	>80
SX2.bin091	51256	100.48	77.86	70	>70
JL1.bin080	51242	26.8	76.53	70	>70
SX5.bin053	51213	27.77	75	70	>70
SD5.bin086	51195	24.61	89.37	80	>80
SD2.bin020	51181	98.4	92.18	90	>90
AH4.bin090	51136	38.17	95.3	90	>90
XZ5.bin116	51102	24.2	97.99	90	>90
SX3.bin154	51056	217.06	81.76	80	>80
SD5.bin080	51034	349.28	83.2	80	>80
AH4.bin089	50997	17.52	96.81	90	>90
XZ3.bin119	50964	26.19	87.37	80	>80
GX1.bin095	50941	18.19	98.1	90	>90
AH2.bin126	50923	303.7	88.03	80	>80
AH5.bin033	50887	137.03	87.93	80	>80
JL3.bin074	50882	25.67	88.89	80	>80
SX1.bin090	50787	118.77	94.93	90	>90
AH5.bin120	50758	21.23	98.04	90	>90
AH3.bin019	50752	40.48	71.28	70	>70
JL4.bin054	50740	64.25	78.19	70	>70
AH5.bin028	50719	37.9	72.76	70	>70
JL2.bin088	50709	32.95	95.7	90	>90
AH5.bin095	50670	81.83	93.32	90	>90
SD5.bin078	50610	30.15	88.93	80	>80
SX3.bin047	50571	53.8	90.5	90	>90
AH3.bin123	50523	17.52	97.09	90	>90
GX3.bin022	50456	54.94	73.8	70	>70
AH1.bin131	50432	34.69	89.38	80	>80
GX4.bin019	50379	19.05	76.73	70	>70
AH3.bin108	50361	44.7	89.67	80	>80
SX3.bin128	50348	29.85	98.23	90	>90
AH3.bin072	50324	16.54	94.24	90	>90
SX3.bin063	50276	15.49	86.61	80	>80
AH2.bin065	50207	23.25	97.31	90	>90
AH3.bin206	50168	39.43	87.02	80	>80
XZ3.bin022	50149	19.64	97.32	90	>90
AH5.bin075	50134	99.42	84.81	80	>80
SX4.bin033	50102	16.12	89.76	80	>80
XZ2.bin063	50101	14.97	87.58	80	>80
JL4.bin028	50078	145.64	88.15	80	>80
SX2.bin094	50063	31.44	83.02	80	>80
AH2.bin162	50052	20.15	93.06	90	>90
AH3.bin018	50035	22.72	86.42	80	>80
GX1.bin076	49995	50.35	81.21	80	>80
JL2.bin104	49978	271.95	82.02	80	>80
SX1.bin101	49953	19.6	79.08	70	>70
JL1.bin029	49898	21.72	88.56	80	>80
SX1.bin034	49893	23.14	84.43	80	>80
GX1.bin144	49832	16.22	92.4	90	>90
SD4.bin026	49827	16.83	84.82	80	>80
AH1.bin024	49784	142.2	90.69	90	>90
GX1.bin156	49771	20.88	84.31	80	>80
GX1.bin152	49770	26.1	91.86	90	>90
GX1.bin016	49728	32.32	71.72	70	>70
SX3.bin110	49728	35.5	92.66	90	>90
SD2.bin140	49713	16.01	93.58	90	>90
AH3.bin203	49698	35.67	81.46	80	>80
SX4.bin074	49688	22.25	80.96	80	>80
GX4.bin034	49685	48.49	71.99	70	>70
AH2.bin176	49672	22.74	85.81	80	>80
AH1.bin072	49616	51.24	98.36	90	>90
JL4.bin077	49616	27.81	88.73	80	>80
XZ3.bin079	49580	41.18	78.64	70	>70
AH2.bin082	49570	15	95.61	90	>90
XZ2.bin040	49553	140.41	82.59	80	>80
AH5.bin074	49525	89.99	93.96	90	>90
AH3.bin121	49493	58.52	80.85	80	>80
SD1.bin160	49482	21.35	81.08	80	>80
AH3.bin032	49465	16.55	95.42	90	>90
GX1.bin026	49425	39.31	100	90	>90
SX1.bin088	49390	31.98	85.29	80	>80
XZ3.bin123	49366	99.93	96.81	90	>90
GX2.bin159	49329	71.59	97.09	90	>90
AH4.bin137	49282	17.4	79.42	70	>70
GX2.bin047	49215	16.77	77.62	70	>70
JL2.bin141	49205	16.33	91.55	90	>90
GX2.bin017	49182	16.79	92.73	90	>90
GX5.bin046	49172	45.41	74.8	70	>70
JL4.bin071	49157	24.99	90.91	90	>90
AH1.bin113	49091	65.82	83.89	80	>80
SX4.bin095	49089	18.29	95.24	90	>90
GX1.bin034	49083	15.1	74.97	70	>70
SX4.bin010	49057	32.05	74.96	70	>70
GX3.bin158	48997	36.37	89.04	80	>80
AH2.bin121	48994	419.17	90.02	90	>90
SX4.bin091	48981	85.49	77.67	70	>70
XZ1.bin007	48973	33.85	89.09	80	>80
AH3.bin038	48926	35.79	94.64	90	>90
JL4.bin023	48904	25.18	81.9	80	>80
XZ1.bin101	48807	66.41	85.69	80	>80
XZ2.bin103	48805	20.48	87.11	80	>80
SD2.bin066	48787	17.58	86.91	80	>80
SD3.bin150	48766	31.07	77.97	70	>70
JL1.bin021	48750	185.48	87.58	80	>80
JL5.bin073	48733	14.75	90.94	90	>90
XZ3.bin010	48719	29.25	94.63	90	>90
GX3.bin102	48647	17.35	96.31	90	>90
AH1.bin148	48632	22.65	94.09	90	>90
AH2.bin063	48625	48.37	96.56	90	>90
XZ5.bin064	48584	19.03	95.47	90	>90
AH5.bin076	48567	38.04	81.98	80	>80
AH3.bin074	48549	18.94	87.56	80	>80
AH4.bin123	48532	14.75	80.65	80	>80
GX2.bin123	48530	55.63	77.62	70	>70
XZ1.bin015	48481	21.62	78.11	70	>70
SX3.bin101	48432	294.24	87.96	80	>80
AH2.bin094	48403	18.28	96.42	90	>90
XZ4.bin107	48390	78.65	89.28	80	>80
SD1.bin098	48373	434.11	74.14	70	>70
SX2.bin154	48341	29.55	97.31	90	>90
SX2.bin072	48328	76.7	93.56	90	>90
AH3.bin056	48283	64.3	95.44	90	>90
SD4.bin021	48265	18.7	85.21	80	>80
GX3.bin089	48200	71.55	94.95	90	>90
JL4.bin118	48131	39.09	88.76	80	>80
SX5.bin033	48104	30.55	96.16	90	>90
AH2.bin058	48048	23.41	73.91	70	>70
SD2.bin178	48025	83.13	93.44	90	>90
JL5.bin160	48008	16.49	75.76	70	>70
GX4.bin119	47995	204.69	73.8	70	>70
SD1.bin016	47956	15.77	97.47	90	>90
GX5.bin049	47929	22.76	98.28	90	>90
XZ2.bin118	47896	882.85	85.64	80	>80
XZ3.bin108	47893	24.08	87.92	80	>80
SD3.bin111	47888	81.68	95.02	90	>90
JL5.bin055	47882	24.54	74.28	70	>70
JL3.bin090	47841	69.49	92.43	90	>90
AH1.bin087	47828	14.51	78.17	70	>70
GX1.bin072	47824	81.36	86.49	80	>80
SD3.bin106	47820	20.09	84.32	80	>80
SX1.bin009	47815	19.54	86.55	80	>80
JL4.bin138	47774	30.17	77.53	70	>70
JL1.bin100	47754	61.15	80.89	80	>80
SD4.bin003	47752	24.25	79.22	70	>70
XZ1.bin162	47717	30.5	83.16	80	>80
SD3.bin134	47700	18.51	79.84	70	>70
XZ2.bin078	47654	21.58	98.43	90	>90
GX1.bin150	47631	22.95	75.57	70	>70
JL3.bin111	47621	16.84	92.62	90	>90
GX2.bin127	47590	20	72.16	70	>70
SX4.bin100	47585	115.16	79.31	70	>70
JL5.bin026	47523	59.45	100	90	>90
SD2.bin179	47495	79.27	96.31	90	>90
SD2.bin153	47495	36.37	93.55	90	>90
XZ4.bin090	47473	62	85.55	80	>80
SX5.bin064	47449	20.94	97.85	90	>90
SD1.bin077	47446	17.34	93.18	90	>90
AH4.bin068	47443	20.83	91.36	90	>90
XZ4.bin045	47408	42.02	93.41	90	>90
SD2.bin110	47379	28.94	83.98	80	>80
XZ2.bin042	47325	28.84	94.54	90	>90
AH3.bin207	47275	18.38	93.85	90	>90
SX5.bin029	47263	20.69	72.73	70	>70
SX2.bin111	47261	379.01	87.86	80	>80
SD1.bin082	47239	74.87	98.46	90	>90
AH1.bin075	47233	19.34	75.31	70	>70
XZ4.bin115	47225	49.8	95.24	90	>90
GX2.bin106	47170	20.46	91.47	90	>90
SD1.bin130	47141	141.67	93.96	90	>90
AH1.bin123	47120	681.71	88.56	80	>80
GX4.bin126	47113	17.38	70.09	70	>70
GX4.bin093	47099	20.82	87.91	80	>80
SD1.bin036	47090	19.97	86.22	80	>80
JL5.bin009	46950	95.92	83.68	80	>80
SD3.bin021	46941	25.03	90.27	90	>90
AH2.bin106	46934	23.49	81.54	80	>80
GX1.bin044	46929	28.71	97.25	90	>90
AH4.bin039	46889	28.34	91.95	90	>90
AH4.bin093	46857	16.12	93.12	90	>90
AH5.bin104	46840	129.12	85.79	80	>80
JL5.bin124	46836	16.69	93.97	90	>90
SD3.bin016	46801	53.76	73.79	70	>70
SX1.bin111	46795	79.36	85.82	80	>80
AH3.bin002	46743	188.74	71.53	70	>70
SX4.bin118	46737	19.92	94.35	90	>90
AH4.bin172	46729	37.15	92.9	90	>90
JL2.bin078	46723	17.39	95.4	90	>90
SX3.bin004	46705	16.31	92.47	90	>90
GX5.bin109	46688	38.11	80.7	80	>80
SD5.bin039	46652	16.88	91.97	90	>90
SX1.bin071	46626	182.03	95.68	90	>90
GX3.bin034	46606	30.94	93.94	90	>90
XZ1.bin170	46589	37.09	90.83	90	>90
JL5.bin069	46568	30.09	92.23	90	>90
SD2.bin009	46522	19.08	96.51	90	>90
SX3.bin100	46502	16.14	75.59	70	>70
JL2.bin151	46477	16.19	79.1	70	>70
AH4.bin186	46399	73.21	82.68	80	>80
JL1.bin137	46355	19.28	89.01	80	>80
SX3.bin090	46340	31.89	93.59	90	>90
AH2.bin137	46307	49.4	93.56	90	>90
XZ3.bin101	46289	52.44	90.61	90	>90
GX3.bin153	46232	55.02	79.47	70	>70
JL4.bin125	46227	16.78	73.68	70	>70
AH2.bin116	46225	16.78	71.56	70	>70
JL4.bin136	46211	45.98	72.12	70	>70
GX5.bin003	46134	28.42	84.64	80	>80
AH4.bin101	46030	19.79	83.4	80	>80
SD2.bin016	46029	20.32	77.78	70	>70
GX2.bin028	46015	28.35	92.37	90	>90
JL3.bin028	45988	22.63	74.5	70	>70
AH2.bin057	45979	77.57	96.87	90	>90
JL4.bin095	45946	74.92	74.71	70	>70
SD3.bin098	45925	24.96	94.07	90	>90
GX2.bin008	45891	23.72	85.6	80	>80
SX3.bin085	45860	57.47	98.92	90	>90
GX2.bin026	45783	15.68	91.44	90	>90
SX2.bin098	45779	43.09	86.46	80	>80
AH5.bin149	45776	26.2	79.26	70	>70
SD5.bin017	45762	19.96	85.12	80	>80
XZ3.bin129	45760	27.01	92.13	90	>90
SD4.bin022	45692	26.92	72.43	70	>70
SX5.bin060	45686	17.1	96.55	90	>90
JL3.bin041	45651	18.05	88.59	80	>80
AH4.bin148	45632	16.31	93.26	90	>90
GX1.bin136	45625	18.06	81.6	80	>80
XZ1.bin167	45604	19.21	89.86	80	>80
JL2.bin127	45591	15.95	80.75	80	>80
AH4.bin133	45578	15.86	83.33	80	>80
XZ5.bin090	45531	25.45	82.62	80	>80
JL4.bin092	45527	39.51	93.66	90	>90
JL5.bin141	45525	21.16	91.28	90	>90
JL1.bin056	45445	22.36	85.29	80	>80
SD1.bin093	45444	160.32	78.04	70	>70
JL3.bin053	45439	17.87	96.4	90	>90
SD1.bin041	45418	17.42	95.45	90	>90
SD3.bin093	45417	1182.04	95.8	90	>90
GX4.bin143	45415	248.67	87.96	80	>80
SX5.bin086	45410	48.36	92.93	90	>90
XZ4.bin024	45399	20.25	93.64	90	>90
AH3.bin054	45398	42.71	88.51	80	>80
XZ1.bin076	45385	59.42	94.47	90	>90
SX3.bin141	45383	27.78	78.71	70	>70
SX2.bin080	45363	17.29	78.41	70	>70
SX4.bin014	45342	34.25	89.26	80	>80
JL2.bin099	45335	17.06	87.92	80	>80
JL1.bin147	45324	21.14	92.14	90	>90
XZ5.bin006	45308	17.84	88.38	80	>80
JL1.bin034	45304	18.51	86.93	80	>80
SD3.bin092	45279	29.69	96.81	90	>90
JL3.bin098	45264	25.5	94.63	90	>90
JL4.bin113	45256	17.64	78.19	70	>70
SX1.bin098	45254	43.34	89.25	80	>80
AH2.bin142	45249	18.31	96.15	90	>90
SX1.bin021	45226	112.91	80.19	80	>80
JL5.bin093	45163	16.65	89.8	80	>80
GX3.bin179	45143	34.35	81.88	80	>80
XZ2.bin070	45139	34.01	91.89	90	>90
JL5.bin057	45133	18.01	84.65	80	>80
JL4.bin010	45121	58.25	97.51	90	>90
JL4.bin084	45073	22.8	85.75	80	>80
AH2.bin140	45013	37.62	89.18	80	>80
XZ1.bin092	45011	166.49	76.81	70	>70
GX5.bin130	44940	56.22	80.96	80	>80
AH3.bin187	44939	17.94	70.44	70	>70
SD3.bin164	44856	144.6	81.77	80	>80
JL3.bin094	44844	154.55	84.12	80	>80
SD5.bin153	44806	21.34	80.75	80	>80
JL2.bin123	44780	32.16	93.38	90	>90
SD1.bin019	44757	23.76	87.06	80	>80
XZ5.bin126	44753	24.36	78.74	70	>70
GX3.bin127	44692	15.91	87.47	80	>80
GX5.bin035	44678	57.35	88.66	80	>80
JL2.bin090	44678	18.27	98.26	90	>90
AH5.bin099	44674	28.62	73.87	70	>70
GX1.bin019	44639	27.78	88.93	80	>80
SD2.bin125	44633	37.22	87.54	80	>80
SD4.bin127	44619	104.9	86.95	80	>80
JL4.bin148	44611	41.89	98.46	90	>90
SX5.bin077	44531	22.18	74.32	70	>70
JL2.bin004	44527	15.86	96.39	90	>90
AH5.bin085	44494	19.74	86.69	80	>80
SD1.bin141	44468	25.29	97.65	90	>90
XZ4.bin168	44449	91.6	77.7	70	>70
AH5.bin050	44387	30.04	90.96	90	>90
SX3.bin106	44364	38.7	88.59	80	>80
AH4.bin038	44338	19.69	86.52	80	>80
SX2.bin017	44321	77.31	74.52	70	>70
AH1.bin040	44295	17.81	91.89	90	>90
SX3.bin153	44289	58.59	74.28	70	>70
